"","link","Received","Revised","Accepted","Published","Special_issue","days"
"7776","/2223-7747/8/12/595",2019-10-28,2019-12-03,2019-12-10,2019-12-12,"Yes",45
"7777","/2223-7747/8/12/596",2019-11-21,2019-11-30,2019-12-10,2019-12-12,"Yes",21
"7778","/2223-7747/8/12/598",2019-11-17,2019-11-30,2019-12-02,2019-12-12,"Yes",25
"7779","/2223-7747/8/12/578",2019-11-15,2019-12-03,2019-12-04,2019-12-06,"Yes",21
"7780","/2223-7747/8/12/579",2019-10-28,2019-11-27,2019-11-28,2019-12-06,"Yes",39
"7781","/2223-7747/8/12/580",2019-10-30,2019-12-05,2019-12-05,2019-12-07,"Yes",38
"7782","/2223-7747/8/12/581",2019-10-22,2019-11-29,2019-12-03,2019-12-07,"Yes",46
"7783","/2223-7747/8/12/582",2019-11-26,2019-12-05,2019-12-05,2019-12-07,"Yes",11
"7784","/2223-7747/8/12/583",2019-10-21,2019-11-21,2019-12-06,2019-12-08,"Yes",48
"7785","/2223-7747/8/12/584",2019-10-13,2019-11-30,2019-12-03,2019-12-08,"Yes",56
"7786","/2223-7747/8/12/585",2019-11-20,2019-12-03,2019-12-07,2019-12-09,"No",19
"7787","/2223-7747/8/12/586",2019-11-19,2019-12-04,2019-12-05,2019-12-09,"Yes",20
"7788","/2223-7747/8/12/587",2019-11-21,2019-11-30,2019-12-04,2019-12-10,"Yes",19
"7789","/2223-7747/8/12/568",2019-11-06,2019-11-24,2019-12-02,2019-12-04,"Yes",28
"7790","/2223-7747/8/12/569",2019-11-11,2019-11-29,2019-12-02,2019-12-04,"Yes",23
"7791","/2223-7747/8/12/570",2019-09-11,2019-11-30,2019-12-03,2019-12-04,"Yes",84
"7792","/2223-7747/8/12/571",2019-10-30,2019-12-02,2019-12-03,2019-12-05,"Yes",36
"7793","/2223-7747/8/12/572",2019-10-01,2019-11-26,2019-11-27,2019-12-05,"Yes",65
"7794","/2223-7747/8/12/573",2019-10-30,2019-11-13,2019-11-30,2019-12-05,"No",36
"7795","/2223-7747/8/12/574",2019-10-23,2019-11-30,2019-12-02,2019-12-05,"Yes",43
"7796","/2223-7747/8/12/575",2019-10-16,2019-11-29,2019-12-04,2019-12-05,"Yes",50
"7797","/2223-7747/8/12/576",2019-10-22,2019-11-07,2019-11-12,2019-12-06,"Yes",45
"7798","/2223-7747/8/12/577",2019-10-29,2019-11-27,2019-11-28,2019-12-06,"Yes",38
"7799","/2223-7747/8/12/558",2019-11-10,2019-11-24,2019-11-26,2019-11-29,"Yes",19
"7800","/2223-7747/8/12/559",2019-09-25,2019-11-05,2019-11-28,2019-11-30,"Yes",66
"7801","/2223-7747/8/12/560",2019-10-15,2019-11-16,2019-11-21,2019-12-01,"Yes",47
"7802","/2223-7747/8/12/561",2019-10-22,2019-11-23,2019-11-27,2019-12-01,"Yes",40
"7803","/2223-7747/8/12/562",2019-11-07,2019-11-25,2019-11-28,2019-12-01,"Yes",24
"7804","/2223-7747/8/12/563",2019-11-19,2019-11-27,2019-11-29,2019-12-02,"Yes",13
"7805","/2223-7747/8/12/564",2019-10-26,2019-11-23,2019-11-27,2019-12-02,"Yes",37
"7806","/2223-7747/8/12/565",2019-10-18,2019-11-25,2019-11-26,2019-12-02,"Yes",45
"7807","/2223-7747/8/12/566",2019-10-28,2019-11-26,2019-12-02,2019-12-03,"Yes",36
"7808","/2223-7747/8/12/567",2019-10-31,2019-11-22,2019-11-29,2019-12-04,"Yes",34
"7809","/2223-7747/8/12/548",2019-10-14,2019-11-20,2019-11-25,2019-11-27,"Yes",44
"7810","/2223-7747/8/12/549",2019-10-30,2019-11-12,2019-11-26,2019-11-27,"Yes",28
"7811","/2223-7747/8/12/550",2019-09-09,2019-11-22,2019-11-25,2019-11-28,"Yes",80
"7812","/2223-7747/8/12/551",2019-10-30,2019-11-20,2019-11-27,2019-11-28,"Yes",29
"7813","/2223-7747/8/12/552",2019-11-04,2019-11-23,2019-11-26,2019-11-28,"Yes",24
"7814","/2223-7747/8/12/554",2019-11-01,2019-11-19,2019-11-20,2019-11-28,"Yes",27
"7815","/2223-7747/8/12/555",2019-11-03,2019-11-21,2019-11-25,2019-11-29,"Yes",26
"7816","/2223-7747/8/12/556",2019-10-25,2019-11-23,2019-11-27,2019-11-29,"Yes",35
"7817","/2223-7747/8/12/557",2019-10-11,2019-11-13,2019-11-25,2019-11-29,"Yes",49
"7818","/2223-7747/8/12/538",2019-10-15,2019-11-21,2019-11-22,2019-11-24,"Yes",40
"7819","/2223-7747/8/12/539",2019-11-02,2019-11-18,2019-11-20,2019-11-25,"Yes",23
"7820","/2223-7747/8/12/540",2019-10-27,2019-11-17,2019-11-20,2019-11-25,"Yes",29
"7821","/2223-7747/8/12/541",2019-10-28,2019-11-15,2019-11-17,2019-11-25,"Yes",28
"7822","/2223-7747/8/12/542",2019-10-01,2019-10-29,2019-11-01,2019-11-26,"Yes",56
"7823","/2223-7747/8/12/543",2019-10-29,2019-11-18,2019-11-20,2019-11-26,"Yes",28
"7824","/2223-7747/8/12/544",2019-10-28,2019-11-19,2019-11-21,2019-11-26,"Yes",29
"7825","/2223-7747/8/12/545",2019-11-04,2019-11-19,2019-11-20,2019-11-26,"Yes",22
"7826","/2223-7747/8/12/546",2019-10-08,2019-11-04,2019-11-04,2019-11-26,"Yes",49
"7827","/2223-7747/8/12/547",2019-11-06,2019-11-21,2019-11-22,2019-11-27,"Yes",21
"7828","/2223-7747/8/12/528",2019-10-20,2019-11-05,2019-11-06,2019-11-20,"No",31
"7829","/2223-7747/8/12/529",2019-09-30,2019-11-15,2019-11-16,2019-11-20,"Yes",51
"7830","/2223-7747/8/12/530",2019-11-02,2019-11-18,2019-11-19,2019-11-21,"Yes",19
"7831","/2223-7747/8/12/531",2019-10-22,2019-11-14,2019-11-15,2019-11-21,"Yes",30
"7832","/2223-7747/8/12/532",2019-10-09,2019-11-16,2019-11-17,2019-11-21,"Yes",43
"7833","/2223-7747/8/12/533",2019-10-24,2019-11-18,2019-11-19,2019-11-21,"Yes",28
"7834","/2223-7747/8/12/535",2019-09-09,2019-11-15,2019-11-16,2019-11-22,"Yes",74
"7835","/2223-7747/8/12/534",2019-10-23,2019-11-14,2019-11-19,2019-11-22,"Yes",30
"7836","/2223-7747/8/12/536",2019-10-01,2019-11-20,2019-11-21,2019-11-22,"Yes",52
"7837","/2223-7747/8/12/537",2019-10-07,2019-11-20,2019-11-21,2019-11-23,"No",47
"7838","/2223-7747/8/11/518",2019-09-27,2019-11-04,2019-11-15,2019-11-17,"Yes",51
"7839","/2223-7747/8/11/519",2019-10-18,2019-11-13,2019-11-15,2019-11-17,"No",30
"7840","/2223-7747/8/11/520",2019-10-24,2019-11-10,2019-11-12,2019-11-18,"Yes",25
"7841","/2223-7747/8/11/521",2019-10-22,2019-11-11,2019-11-15,2019-11-18,"No",27
"7842","/2223-7747/8/11/522",2019-10-18,2019-11-04,2019-11-07,2019-11-19,"Yes",32
"7843","/2223-7747/8/11/523",2019-10-19,2019-11-10,2019-11-14,2019-11-19,"Yes",31
"7844","/2223-7747/8/11/524",2019-09-20,2019-10-31,2019-11-16,2019-11-19,"Yes",60
"7845","/2223-7747/8/11/525",2019-09-26,2019-11-15,2019-11-15,2019-11-19,"Yes",54
"7846","/2223-7747/8/12/526",2019-10-02,2019-11-13,2019-11-18,2019-11-20,"Yes",49
"7847","/2223-7747/8/12/527",2019-10-30,2019-11-16,2019-11-19,2019-11-20,"Yes",21
"7848","/2223-7747/8/11/508",2019-09-04,2019-11-08,2019-11-12,2019-11-15,"No",72
"7849","/2223-7747/8/11/509",2019-08-08,2019-10-15,2019-11-07,2019-11-15,"Yes",99
"7850","/2223-7747/8/11/510",2019-10-08,2019-10-27,2019-10-31,2019-11-15,"No",38
"7851","/2223-7747/8/11/511",2019-10-28,2019-11-06,2019-11-09,2019-11-15,"No",18
"7852","/2223-7747/8/11/512",2019-10-24,2019-11-10,2019-11-14,2019-11-16,"Yes",23
"7853","/2223-7747/8/11/513",2019-10-22,2019-11-13,2019-11-14,2019-11-16,"Yes",25
"7854","/2223-7747/8/11/514",2019-10-07,2019-11-06,2019-11-15,2019-11-17,"Yes",41
"7855","/2223-7747/8/11/515",2019-10-18,2019-11-11,2019-11-13,2019-11-17,"No",30
"7856","/2223-7747/8/11/516",2019-10-22,2019-11-08,2019-11-15,2019-11-17,"Yes",26
"7857","/2223-7747/8/11/517",2019-11-05,2019-11-14,2019-11-15,2019-11-17,"Yes",12
"7858","/2223-7747/8/11/498",2019-09-18,2019-11-04,2019-11-07,2019-11-12,"Yes",55
"7859","/2223-7747/8/11/499",2019-09-24,2019-11-05,2019-11-07,2019-11-13,"Yes",50
"7860","/2223-7747/8/11/500",2019-09-24,2019-11-01,2019-11-12,2019-11-14,"No",51
"7861","/2223-7747/8/11/501",2019-07-31,2019-11-10,2019-11-11,2019-11-14,"Yes",106
"7862","/2223-7747/8/11/502",2019-10-20,2019-11-10,2019-11-12,2019-11-14,"Yes",25
"7863","/2223-7747/8/11/503",2019-10-15,2019-10-30,2019-11-01,2019-11-14,"Yes",30
"7864","/2223-7747/8/11/504",2019-10-13,2019-11-13,2019-11-13,2019-11-14,"Yes",32
"7865","/2223-7747/8/11/505",2019-10-17,2019-10-29,2019-11-13,2019-11-15,"Yes",29
"7866","/2223-7747/8/11/506",2019-10-17,2019-11-12,2019-11-13,2019-11-15,"Yes",29
"7867","/2223-7747/8/11/507",2019-08-21,2019-10-31,2019-11-12,2019-11-15,"Yes",86
"7868","/2223-7747/8/11/488",2019-10-24,2019-11-06,2019-11-08,2019-11-11,"Yes",18
"7869","/2223-7747/8/11/489",2019-10-20,2019-11-04,2019-11-07,2019-11-11,"Yes",22
"7870","/2223-7747/8/11/491",2019-09-27,2019-10-29,2019-11-08,2019-11-11,"Yes",45
"7871","/2223-7747/8/11/490",2019-10-04,2019-11-07,2019-11-08,2019-11-11,"Yes",38
"7872","/2223-7747/8/11/492",2019-10-15,2019-11-01,2019-11-05,2019-11-11,"Yes",27
"7873","/2223-7747/8/11/493",2019-10-27,2019-11-07,2019-11-08,2019-11-11,"Yes",15
"7874","/2223-7747/8/11/494",2019-09-15,2019-10-14,2019-11-08,2019-11-11,"Yes",57
"7875","/2223-7747/8/11/495",2019-10-15,2019-11-05,2019-11-06,2019-11-12,"Yes",28
"7876","/2223-7747/8/11/496",2019-10-13,2019-11-01,2019-11-09,2019-11-12,"Yes",30
"7877","/2223-7747/8/11/497",2019-09-19,2019-11-06,2019-11-08,2019-11-12,"Yes",54
"7878","/2223-7747/8/11/478",2019-09-10,2019-10-23,2019-10-29,2019-11-06,"No",57
"7879","/2223-7747/8/11/479",2019-10-03,2019-10-24,2019-11-04,2019-11-06,"No",34
"7880","/2223-7747/8/11/480",2019-09-21,2019-10-14,2019-10-29,2019-11-07,"Yes",47
"7881","/2223-7747/8/11/481",2019-09-16,2019-10-11,2019-11-05,2019-11-07,"Yes",52
"7882","/2223-7747/8/11/482",2019-10-14,2019-11-04,2019-11-06,2019-11-07,"Yes",24
"7883","/2223-7747/8/11/483",2019-09-16,2019-10-31,2019-11-06,2019-11-08,"Yes",53
"7884","/2223-7747/8/11/484",2019-10-14,2019-11-03,2019-11-05,2019-11-08,"Yes",25
"7885","/2223-7747/8/11/485",2019-09-22,2019-10-30,2019-11-06,2019-11-09,"Yes",48
"7886","/2223-7747/8/11/486",2019-10-13,2019-11-02,2019-11-06,2019-11-09,"Yes",27
"7887","/2223-7747/8/11/487",2019-10-26,2019-11-02,2019-11-07,2019-11-10,"No",15
"7888","/2223-7747/8/11/468",2019-09-25,2019-10-14,2019-10-29,2019-10-31,"No",36
"7889","/2223-7747/8/11/469",2019-09-03,2019-10-16,2019-10-29,2019-11-01,"Yes",59
"7890","/2223-7747/8/11/470",2019-10-07,2019-10-30,2019-10-31,2019-11-02,"Yes",26
"7891","/2223-7747/8/11/471",2019-10-15,2019-10-26,2019-11-01,2019-11-04,"Yes",20
"7892","/2223-7747/8/11/472",2019-10-01,2019-10-30,2019-10-31,2019-11-05,"Yes",35
"7893","/2223-7747/8/11/473",2019-10-16,2019-10-26,2019-11-05,2019-11-06,"Yes",21
"7894","/2223-7747/8/11/474",2019-09-19,2019-10-30,2019-10-30,2019-11-06,"Yes",48
"7895","/2223-7747/8/11/475",2019-08-29,2019-11-03,2019-11-05,2019-11-06,"Yes",69
"7896","/2223-7747/8/11/476",2019-09-20,2019-10-14,2019-10-29,2019-11-06,"No",47
"7897","/2223-7747/8/11/477",2019-10-10,2019-10-30,2019-10-31,2019-11-06,"Yes",27
"7898","/2223-7747/8/11/458",2019-10-05,2019-10-25,2019-10-28,2019-10-29,"Yes",24
"7899","/2223-7747/8/11/459",2019-09-21,2019-10-24,2019-10-26,2019-10-29,"Yes",38
"7900","/2223-7747/8/11/460",2019-10-09,2019-10-21,2019-10-24,2019-10-29,"Yes",20
"7901","/2223-7747/8/11/461",2019-08-23,2019-10-07,2019-10-17,2019-10-30,"Yes",68
"7902","/2223-7747/8/11/462",2019-09-04,2019-10-21,2019-10-28,2019-10-30,"No",56
"7903","/2223-7747/8/11/464",2019-09-03,2019-10-05,2019-10-07,2019-10-30,"Yes",57
"7904","/2223-7747/8/11/463",2019-09-26,2019-10-26,2019-10-28,2019-10-30,"No",34
"7905","/2223-7747/8/11/465",2019-08-06,2019-10-10,2019-10-22,2019-10-30,"Yes",85
"7906","/2223-7747/8/11/466",2019-09-17,2019-10-21,2019-10-29,2019-10-31,"No",44
"7907","/2223-7747/8/11/448",2019-09-19,2019-10-21,2019-10-22,2019-10-25,"No",36
"7908","/2223-7747/8/11/449",2019-09-29,2019-10-14,2019-10-19,2019-10-25,"Yes",26
"7909","/2223-7747/8/11/451",2019-09-30,2019-10-21,2019-10-23,2019-10-25,"Yes",25
"7910","/2223-7747/8/11/450",2019-08-28,2019-10-10,2019-10-24,2019-10-25,"Yes",58
"7911","/2223-7747/8/11/452",2019-09-26,2019-10-18,2019-10-24,2019-10-25,"Yes",29
"7912","/2223-7747/8/11/453",2019-08-13,2019-10-24,2019-10-25,2019-10-26,"No",74
"7913","/2223-7747/8/11/454",2019-08-30,2019-10-16,2019-10-24,2019-10-26,"Yes",57
"7914","/2223-7747/8/11/455",2019-10-01,2019-10-22,2019-10-23,2019-10-26,"Yes",25
"7915","/2223-7747/8/11/456",2019-09-29,2019-10-24,2019-10-24,2019-10-27,"No",28
"7916","/2223-7747/8/11/457",2019-09-26,2019-10-21,2019-10-23,2019-10-28,"Yes",32
"7917","/2223-7747/8/11/438",2019-09-04,2019-10-13,2019-10-21,2019-10-23,"Yes",49
"7918","/2223-7747/8/11/439",2019-08-18,2019-10-18,2019-10-19,2019-10-23,"Yes",66
"7919","/2223-7747/8/11/440",2019-10-03,2019-10-21,2019-10-22,2019-10-23,"Yes",20
"7920","/2223-7747/8/11/441",2019-09-12,2019-10-17,2019-10-21,2019-10-23,"Yes",41
"7921","/2223-7747/8/11/442",2019-07-08,2019-09-05,2019-09-09,2019-10-23,"Yes",107
"7922","/2223-7747/8/11/444",2019-09-25,2019-10-11,2019-10-17,2019-10-23,"Yes",28
"7923","/2223-7747/8/11/443",2019-09-24,2019-10-16,2019-10-23,2019-10-23,"Yes",29
"7924","/2223-7747/8/11/445",2019-08-26,2019-09-28,2019-10-09,2019-10-23,"Yes",58
"7925","/2223-7747/8/11/446",2019-09-17,2019-10-17,2019-10-21,2019-10-24,"No",37
"7926","/2223-7747/8/11/447",2019-09-27,2019-10-15,2019-10-17,2019-10-24,"No",27
"7927","/2223-7747/8/10/428",2019-09-25,2019-10-14,2019-10-16,2019-10-18,"Yes",23
"7928","/2223-7747/8/10/429",2019-07-26,2019-10-15,2019-10-18,2019-10-19,"Yes",85
"7929","/2223-7747/8/10/430",2019-08-15,2019-09-12,2019-09-12,2019-10-20,"Yes",66
"7930","/2223-7747/8/10/431",2019-09-11,2019-10-16,2019-10-18,2019-10-20,"Yes",39
"7931","/2223-7747/8/10/432",2019-09-07,2019-10-01,2019-10-17,2019-10-21,"No",44
"7932","/2223-7747/8/10/433",2019-09-10,2019-10-17,2019-10-18,2019-10-22,"Yes",42
"7933","/2223-7747/8/10/434",2019-09-19,2019-10-18,2019-10-19,2019-10-22,"Yes",33
"7934","/2223-7747/8/10/435",2019-10-01,2019-10-18,2019-10-19,2019-10-22,"Yes",21
"7935","/2223-7747/8/10/436",2019-09-23,2019-10-11,2019-10-20,2019-10-22,"Yes",29
"7936","/2223-7747/8/11/437",2019-07-30,2019-10-01,2019-10-20,2019-10-23,"Yes",85
"7937","/2223-7747/8/10/418",2019-09-10,2019-09-30,2019-10-09,2019-10-16,"Yes",36
"7938","/2223-7747/8/10/419",2019-09-11,2019-10-11,2019-10-14,2019-10-16,"Yes",35
"7939","/2223-7747/8/10/420",2019-08-21,2019-10-11,2019-10-14,2019-10-16,"Yes",56
"7940","/2223-7747/8/10/421",2019-09-18,2019-10-13,2019-10-15,2019-10-16,"Yes",28
"7941","/2223-7747/8/10/422",2019-07-08,2019-10-07,2019-10-13,2019-10-17,"Yes",101
"7942","/2223-7747/8/10/423",2019-09-24,2019-10-15,2019-10-16,2019-10-17,"Yes",23
"7943","/2223-7747/8/10/424",2019-09-29,2019-10-10,2019-10-16,2019-10-18,"Yes",19
"7944","/2223-7747/8/10/425",2019-09-04,2019-09-28,2019-10-01,2019-10-18,"No",44
"7945","/2223-7747/8/10/426",2019-09-28,2019-10-15,2019-10-15,2019-10-18,"Yes",20
"7946","/2223-7747/8/10/427",2019-09-13,2019-10-16,2019-10-16,2019-10-18,"Yes",35
"7947","/2223-7747/8/10/408",2019-08-03,2019-09-26,2019-10-10,2019-10-11,"Yes",69
"7948","/2223-7747/8/10/409",2019-09-04,2019-10-01,2019-10-09,2019-10-12,"Yes",38
"7949","/2223-7747/8/10/410",2019-08-29,2019-10-06,2019-10-11,2019-10-14,"Yes",46
"7950","/2223-7747/8/10/412",2019-09-23,2019-10-08,2019-10-12,2019-10-14,"Yes",21
"7951","/2223-7747/8/10/411",2019-07-01,2019-08-21,2019-08-23,2019-10-14,"Yes",105
"7952","/2223-7747/8/10/413",2019-09-17,2019-10-09,2019-10-12,2019-10-14,"No",27
"7953","/2223-7747/8/10/414",2019-09-04,2019-09-24,2019-09-28,2019-10-14,"Yes",40
"7954","/2223-7747/8/10/415",2019-09-24,2019-10-12,2019-10-12,2019-10-15,"Yes",21
"7955","/2223-7747/8/10/416",2019-07-11,2019-10-04,2019-10-10,2019-10-15,"Yes",96
"7956","/2223-7747/8/10/417",2019-08-26,2019-10-10,2019-10-12,2019-10-15,"Yes",50
"7957","/2223-7747/8/10/398",2019-08-31,2019-09-28,2019-10-03,2019-10-08,"Yes",38
"7958","/2223-7747/8/10/399",2019-07-29,2019-09-09,2019-09-10,2019-10-08,"Yes",71
"7959","/2223-7747/8/10/400",2019-09-09,2019-10-03,2019-10-07,2019-10-08,"Yes",29
"7960","/2223-7747/8/10/401",2019-09-20,2019-09-27,2019-10-05,2019-10-08,"Yes",18
"7961","/2223-7747/8/10/402",2019-08-21,2019-09-17,2019-09-20,2019-10-09,"Yes",49
"7962","/2223-7747/8/10/403",2019-09-03,2019-09-30,2019-10-07,2019-10-09,"No",36
"7963","/2223-7747/8/10/404",2019-08-28,2019-09-22,2019-10-01,2019-10-09,"Yes",42
"7964","/2223-7747/8/10/405",2019-09-14,2019-10-08,2019-10-08,2019-10-10,"Yes",26
"7965","/2223-7747/8/10/406",2019-08-01,2019-09-24,2019-10-08,2019-10-10,"Yes",70
"7966","/2223-7747/8/10/407",2019-08-30,2019-10-07,2019-10-09,2019-10-10,"No",41
"7967","/2223-7747/8/10/388",2019-08-30,2019-09-22,2019-09-29,2019-09-29,"Yes",30
"7968","/2223-7747/8/10/389",2019-09-11,2019-09-23,2019-09-29,2019-09-30,"Yes",19
"7969","/2223-7747/8/10/390",2019-08-28,2019-09-26,2019-09-27,2019-09-30,"No",33
"7970","/2223-7747/8/10/391",2019-08-28,2019-09-26,2019-09-27,2019-09-30,"Yes",33
"7971","/2223-7747/8/10/392",2019-08-21,2019-09-20,2019-09-22,2019-10-01,"Yes",41
"7972","/2223-7747/8/10/393",2019-08-19,2019-09-27,2019-09-29,2019-10-01,"No",43
"7973","/2223-7747/8/10/394",2019-08-26,2019-09-28,2019-09-30,2019-10-02,"No",37
"7974","/2223-7747/8/10/395",2019-07-15,2019-09-25,2019-10-01,2019-10-03,"Yes",80
"7975","/2223-7747/8/10/396",2019-09-11,2019-09-23,2019-10-03,2019-10-04,"No",23
"7976","/2223-7747/8/10/397",2019-08-26,2019-09-21,2019-10-02,2019-10-08,"Yes",43
"7977","/2223-7747/8/10/378",2019-08-07,2019-09-10,2019-09-20,2019-09-27,"Yes",51
"7978","/2223-7747/8/10/379",2019-08-23,2019-09-24,2019-09-25,2019-09-27,"Yes",35
"7979","/2223-7747/8/10/380",2019-08-26,2019-09-23,2019-09-26,2019-09-27,"Yes",32
"7980","/2223-7747/8/10/381",2019-08-28,2019-09-23,2019-09-24,2019-09-27,"Yes",30
"7981","/2223-7747/8/10/382",2019-09-04,2019-09-25,2019-09-26,2019-09-28,"Yes",24
"7982","/2223-7747/8/10/384",2019-09-10,2019-09-25,2019-09-26,2019-09-28,"Yes",18
"7983","/2223-7747/8/10/385",2019-09-05,2019-09-25,2019-09-26,2019-09-28,"No",23
"7984","/2223-7747/8/10/386",2019-08-27,2019-09-27,2019-09-28,2019-09-29,"No",33
"7985","/2223-7747/8/10/387",2019-08-25,2019-09-17,2019-09-24,2019-09-29,"Yes",35
"7986","/2223-7747/8/10/368",2019-07-30,2019-09-12,2019-09-20,2019-09-24,"Yes",56
"7987","/2223-7747/8/10/369",2019-09-02,2019-09-13,2019-09-19,2019-09-24,"Yes",22
"7988","/2223-7747/8/10/370",2019-08-24,2019-09-18,2019-09-23,2019-09-25,"Yes",32
"7989","/2223-7747/8/10/371",2019-06-28,2019-08-08,2019-08-20,2019-09-25,"No",89
"7990","/2223-7747/8/10/372",2019-08-16,2019-09-04,2019-09-23,2019-09-25,"Yes",40
"7991","/2223-7747/8/10/373",2019-07-07,2019-09-09,2019-09-23,2019-09-26,"Yes",81
"7992","/2223-7747/8/10/374",2019-06-26,2019-09-05,2019-09-17,2019-09-26,"No",92
"7993","/2223-7747/8/10/375",2019-07-11,2019-08-09,2019-08-12,2019-09-26,"Yes",77
"7994","/2223-7747/8/10/376",2019-08-23,2019-09-23,2019-09-25,2019-09-26,"Yes",34
"7995","/2223-7747/8/10/377",2019-06-19,2019-09-13,2019-09-14,2019-09-26,"Yes",99
"7996","/2223-7747/8/10/358",2019-08-13,2019-09-14,2019-09-18,2019-09-21,"Yes",39
"7997","/2223-7747/8/10/359",2019-08-22,2019-09-19,2019-09-20,2019-09-22,"Yes",31
"7998","/2223-7747/8/10/360",2019-08-07,2019-09-15,2019-09-21,2019-09-23,"Yes",47
"7999","/2223-7747/8/10/361",2019-08-20,2019-09-19,2019-09-20,2019-09-23,"Yes",34
"8000","/2223-7747/8/10/362",2019-08-01,2019-09-19,2019-09-21,2019-09-23,"No",53
"8001","/2223-7747/8/10/363",2019-07-18,2019-09-09,2019-09-19,2019-09-23,"No",67
"8002","/2223-7747/8/10/364",2019-07-08,2019-09-11,2019-09-17,2019-09-23,"Yes",77
"8003","/2223-7747/8/10/365",2019-06-09,2019-09-02,2019-09-04,2019-09-23,"No",106
"8004","/2223-7747/8/10/366",2019-08-23,2019-09-18,2019-09-19,2019-09-23,"Yes",31
"8005","/2223-7747/8/10/367",2019-08-21,2019-09-12,2019-09-19,2019-09-24,"Yes",34
"8006","/2223-7747/8/9/348",2019-06-30,2019-09-05,2019-09-11,2019-09-13,"Yes",75
"8007","/2223-7747/8/9/349",2019-07-16,2019-09-09,2019-09-11,2019-09-14,"Yes",60
"8008","/2223-7747/8/9/350",2019-08-26,2019-09-02,2019-09-03,2019-09-15,"Yes",20
"8009","/2223-7747/8/9/351",2019-08-13,2019-09-04,2019-09-10,2019-09-16,"Yes",34
"8010","/2223-7747/8/9/352",2019-07-22,2019-09-09,2019-09-16,2019-09-19,"No",59
"8011","/2223-7747/8/9/353",2019-06-03,2019-09-04,2019-09-12,2019-09-19,"Yes",108
"8012","/2223-7747/8/9/354",2019-08-16,2019-09-12,2019-09-14,2019-09-19,"Yes",34
"8013","/2223-7747/8/10/355",2019-08-31,2019-09-16,2019-09-18,2019-09-20,"Yes",20
"8014","/2223-7747/8/10/356",2019-07-15,2019-08-30,2019-09-18,2019-09-20,"Yes",67
"8015","/2223-7747/8/10/357",2019-08-02,2019-09-10,2019-09-16,2019-09-20,"Yes",49
"8016","/2223-7747/8/9/338",2019-08-17,2019-09-04,2019-09-04,2019-09-09,"Yes",23
"8017","/2223-7747/8/9/339",2019-07-15,2019-08-29,2019-08-29,2019-09-09,"Yes",56
"8018","/2223-7747/8/9/340",2019-06-20,2019-09-05,2019-09-09,2019-09-10,"Yes",82
"8019","/2223-7747/8/9/341",2019-08-21,2019-09-06,2019-09-09,2019-09-11,"Yes",21
"8020","/2223-7747/8/9/342",2019-07-14,2019-08-29,2019-09-03,2019-09-11,"Yes",59
"8021","/2223-7747/8/9/343",2019-06-29,2019-08-19,2019-08-22,2019-09-11,"Yes",74
"8022","/2223-7747/8/9/344",2019-06-26,2019-08-08,2019-08-20,2019-09-12,"Yes",78
"8023","/2223-7747/8/9/345",2019-06-19,2019-08-31,2019-09-09,2019-09-12,"Yes",85
"8024","/2223-7747/8/9/346",2019-06-26,2019-09-02,2019-09-04,2019-09-12,"Yes",78
"8025","/2223-7747/8/9/347",2019-07-17,2019-08-28,2019-09-06,2019-09-13,"Yes",58
"8026","/2223-7747/8/9/328",2019-08-15,2019-09-03,2019-09-03,2019-09-05,"Yes",21
"8027","/2223-7747/8/9/329",2019-07-30,2019-08-25,2019-08-29,2019-09-05,"Yes",37
"8028","/2223-7747/8/9/330",2019-08-07,2019-08-30,2019-09-03,2019-09-05,"No",29
"8029","/2223-7747/8/9/331",2019-07-25,2019-09-02,2019-09-03,2019-09-05,"Yes",42
"8030","/2223-7747/8/9/332",2019-06-28,2019-08-26,2019-09-03,2019-09-06,"Yes",70
"8031","/2223-7747/8/9/333",2019-08-04,2019-08-30,2019-09-04,2019-09-06,"Yes",33
"8032","/2223-7747/8/9/334",2019-06-28,2019-08-23,2019-09-04,2019-09-06,"Yes",70
"8033","/2223-7747/8/9/335",2019-07-29,2019-09-05,2019-09-05,2019-09-07,"Yes",40
"8034","/2223-7747/8/9/336",2019-08-02,2019-09-02,2019-09-05,2019-09-07,"No",36
"8035","/2223-7747/8/9/337",2019-08-16,2019-09-05,2019-09-06,2019-09-09,"Yes",24
"8036","/2223-7747/8/9/318",2019-06-30,2019-08-08,2019-08-26,2019-08-31,"Yes",62
"8037","/2223-7747/8/9/319",2019-06-25,2019-07-29,2019-08-23,2019-09-01,"Yes",68
"8038","/2223-7747/8/9/320",2019-07-23,2019-08-14,2019-08-28,2019-09-02,"Yes",41
"8039","/2223-7747/8/9/321",2019-07-09,2019-08-23,2019-08-26,2019-09-02,"Yes",55
"8040","/2223-7747/8/9/322",2019-07-10,2019-08-31,2019-09-01,2019-09-03,"Yes",55
"8041","/2223-7747/8/9/323",2019-06-22,2019-08-09,2019-08-12,2019-09-03,"Yes",73
"8042","/2223-7747/8/9/324",2019-08-15,2019-08-27,2019-08-29,2019-09-04,"Yes",20
"8043","/2223-7747/8/9/325",2019-08-01,2019-08-30,2019-09-02,2019-09-04,"Yes",34
"8044","/2223-7747/8/9/326",2019-07-26,2019-08-24,2019-08-28,2019-09-05,"Yes",41
"8045","/2223-7747/8/9/327",2019-07-19,2019-08-22,2019-09-04,2019-09-05,"Yes",48
